datetime,id,customer_id,customer_name,product_id,product_name,quantity,amount,delivery_country,status
2020-11-24 17:38:07,87c9c385-34e7-4af5-bb30-7c94d96ed0e1,3,Debra Branch,1,XPress Bottle,469,35504.82,Spain,PENDING
2021-07-17 01:09:52,069f90d1-48ce-474f-ab81-889d4c1b7fc2,7,Matthew Schultz,7,Sharpy Knife,570,276557.77,Turks and Caicos Islands,PENDING
2021-07-19 01:40:43,f725ae36-d391-4f9d-aa34-79df237cc6ac,2,Roberto Davies,7,Sharpy Knife,898,79477.17,Armenia,SUCCESS
2022-01-29 04:41:02,ddde7dbc-ffa1-4e02-962a-cc922f5b575d,9,Kristin House,2,InstaPress,734,4342.86,Kazakhstan,FAILED
2020-08-14 07:24:03,bc4f792d-f502-4274-a2e4-792ed81c9c7c,3,Debra Branch,2,InstaPress,644,9661.2,French Guiana,SUCCESS
2021-06-17 13:58:53,76f95692-8a79-4c19-9acb-4cebb2cfda9b,3,Debra Branch,1,XPress Bottle,744,3626.31,Paraguay,SUCCESS
2022-04-18 07:40:10,c7a24a55-42d9-4cda-9700-86ee350952be,8,Jerry Carroll,6,Onovo Supply,391,939.31,Liechtenstein,FAILED
2022-02-21 21:31:29,4c1f7e0a-9904-4c6f-aea9-64a5542e59c3,3,Debra Branch,3,Uno Wear,114,7952.35,Lithuania,SUCCESS
2021-12-01 02:15:40,1ce3e3df-6405-4329-9f51-15ed8711ee5e,3,Debra Branch,6,Onovo Supply,975,45872.34,Equatorial Guinea,FAILED
2023-10-29 00:42:35,a3e1d991-a387-4aa2-b6a9-4dd174cdf656,0,Mr. Marcus Kennedy,1,XPress Bottle,951,153505.65,Saint Lucia,FAILED
2020-01-22 21:01:29,37a94b97-9561-48d2-b0e2-43eb1779562c,7,Matthew Schultz,6,Onovo Supply,953,438.09,United States of America,PENDING
2021-05-09 12:26:58,d3880070-614d-4680-91f8-a460f4788ba8,5,Mallory Carpenter,3,Uno Wear,16,486.97,American Samoa,FAILED
2021-11-22 18:05:24,bcd7f419-670a-439d-907c-c55dce53a22e,7,Matthew Schultz,7,Sharpy Knife,871,798222.88,Rwanda,SUCCESS
2023-06-29 02:04:00,ccba540d-858d-42bf-9252-33c477b3fc88,4,Ashley Oliver,0,Orbital Keys,626,41.82,Gambia,PENDING
2023-04-01 01:03:01,3598236f-19e1-4d63-a385-6caf7c72864b,6,Richard Dixon,6,Onovo Supply,991,9071.17,Ghana,PENDING
2022-03-25 01:29:44,cf415f2e-14e4-4df8-8479-4472ddc46a6d,7,Matthew Schultz,1,XPress Bottle,118,800.54,Saudi Arabia,SUCCESS
2024-04-27 00:53:08,6a0ff86d-a550-4389-854b-17ea96e09a86,5,Mallory Carpenter,0,Orbital Keys,191,0.74,Tuvalu,SUCCESS
2022-09-02 17:08:03,67c5bda0-19ef-40b8-b824-a845f24ca54d,0,Mr. Marcus Kennedy,6,Onovo Supply,300,4.57,Philippines,SUCCESS
2021-12-02 09:39:12,b720745a-a080-42b2-affb-e2c0eca54ede,3,Debra Branch,3,Uno Wear,253,685.51,Belize,SUCCESS
2024-12-22 01:38:53,5d639806-f6b6-45b6-a305-4cc274e66c0b,9,Kristin House,0,Orbital Keys,932,7248.86,American Samoa,SUCCESS
2020-06-03 15:31:03,a8849874-5923-44e5-ac01-b3540fddec25,2,Roberto Davies,7,Sharpy Knife,765,199.52,Japan,FAILED
2021-10-09 02:00:01,f5028606-371c-4e7b-94b2-1f3c1a133bd8,5,Mallory Carpenter,0,Orbital Keys,22,23282.39,Bahamas,SUCCESS
2023-05-08 10:01:33,60a87544-0ea1-4111-8a2e-2f7ac9a6b972,7,Matthew Schultz,6,Onovo Supply,122,130.22,Belarus,SUCCESS
2020-03-04 07:41:15,9886e817-fd94-4da5-b766-b0f6b3891637,4,Ashley Oliver,2,InstaPress,790,362.85,Lao People's Democratic Republic,SUCCESS
2022-08-02 18:26:36,4a8236af-fe61-4650-97ff-7327cd3082f4,3,Debra Branch,6,Onovo Supply,22,9607.86,Falkland Islands (Malvinas),FAILED
2022-03-22 02:55:44,26de2def-6cc7-494d-8437-19aa2eaaf97e,8,Jerry Carroll,3,Uno Wear,732,398.86,Mongolia,FAILED
2023-04-16 01:18:12,e7062b89-f79b-4d71-9e2d-1fd4c6ed0a96,8,Jerry Carroll,3,Uno Wear,939,77426.05,Bhutan,SUCCESS
2023-11-16 10:02:37,04a48549-f347-4b11-8bd1-7d1059787237,3,Debra Branch,2,InstaPress,428,502.04,Afghanistan,FAILED
2024-08-05 05:20:51,26222e85-1fd6-4a04-a9ee-2879d6bdf475,9,Kristin House,0,Orbital Keys,217,356.31,Montenegro,FAILED
2023-03-18 04:30:31,a11e5152-bbaf-4804-98a8-b5225a7e369e,7,Matthew Schultz,4,Allure Kit,365,30.19,Moldova,FAILED
2022-07-27 12:17:48,95c1946d-03ff-49e7-913a-fd54ebaa29cd,2,Roberto Davies,5,Swish Wallet,621,637.4,Svalbard & Jan Mayen Islands,FAILED
2022-04-19 18:44:22,6bdbcaeb-2175-4886-9274-f07e0fc79f6e,5,Mallory Carpenter,0,Orbital Keys,354,221271.2,Palestinian Territory,PENDING
2023-07-24 05:26:55,c71e3281-9609-4616-8fc1-0d94b5175951,8,Jerry Carroll,5,Swish Wallet,5,97863.69,Falkland Islands (Malvinas),FAILED
2021-02-22 23:58:42,fe45a247-b496-4e21-a05d-11d66b63aae2,0,Mr. Marcus Kennedy,3,Uno Wear,393,462.13,Somalia,FAILED
2020-02-27 15:51:38,5969a1bb-7232-4f67-82b0-a4bcb049365b,2,Roberto Davies,0,Orbital Keys,85,678556.65,Nigeria,SUCCESS
2024-10-19 03:34:05,772e47c8-6300-4d8f-a114-88d1fd4c4ee3,6,Richard Dixon,6,Onovo Supply,188,57959.92,Tuvalu,FAILED
2021-03-14 06:52:29,3d938cdd-c827-4197-b58c-ecf216d54ae4,1,Alexander Long,0,Orbital Keys,664,75.44,Western Sahara,FAILED
2024-06-23 22:56:59,688948a4-5f46-43a2-88d3-27ea68b03b11,6,Richard Dixon,5,Swish Wallet,456,8412.08,Korea,PENDING
2023-11-12 16:31:30,8d1988a3-621e-4cab-9bb8-5d22c11bdda9,4,Ashley Oliver,4,Allure Kit,285,74606.07,United States Minor Outlying Islands,FAILED
2023-12-15 13:11:12,c13bd70a-ccf4-4405-8ebf-054c1acf1382,0,Mr. Marcus Kennedy,3,Uno Wear,169,9922.86,Chile,SUCCESS
2024-06-02 10:32:15,e05be46a-e419-4b33-96c4-2fb21a517938,1,Alexander Long,4,Allure Kit,127,512970.95,Nauru,SUCCESS
2022-10-16 10:56:37,7bd8a381-77d2-409f-ba81-8b468d928866,7,Matthew Schultz,0,Orbital Keys,656,71.49,Christmas Island,PENDING
2021-04-11 17:51:24,1f772e56-745a-4144-8554-fb5a614f146f,1,Alexander Long,5,Swish Wallet,107,383022.87,Equatorial Guinea,PENDING
2022-08-18 12:22:15,463bcb41-51c6-463c-a17f-803344b58f42,0,Mr. Marcus Kennedy,6,Onovo Supply,777,91533.43,Bahamas,PENDING
2020-07-17 10:42:26,3d5f4ead-3787-4388-9ce8-17eb726da350,8,Jerry Carroll,4,Allure Kit,142,5754.9,New Zealand,PENDING
2020-01-26 19:54:17,4cefd590-d834-4985-b885-762efa5b1b58,3,Debra Branch,0,Orbital Keys,733,425.74,Netherlands,SUCCESS
2024-12-24 16:22:37,b539b306-31a5-4b4d-9c3a-cb2fc8a55032,3,Debra Branch,0,Orbital Keys,882,907.71,Guadeloupe,SUCCESS
2021-01-22 14:41:39,ec98883b-15e2-4892-b4ce-f07db02187e7,2,Roberto Davies,5,Swish Wallet,489,96.61,Djibouti,SUCCESS
2022-11-16 16:14:32,30a5ef6a-ebfd-4689-8bdb-5a0dac852f7a,0,Mr. Marcus Kennedy,0,Orbital Keys,441,5982.75,Samoa,PENDING
2023-09-23 09:14:40,c41d4759-8563-499c-bbef-b589333dee0c,4,Ashley Oliver,7,Sharpy Knife,607,528.87,Czech Republic,FAILED
2021-11-24 13:36:15,12482bb8-8626-42e2-a2c2-7c46a82771a9,2,Roberto Davies,0,Orbital Keys,803,506.67,Maldives,PENDING
2023-02-12 06:45:44,6300edc5-8015-477e-9bdf-33617eb11e22,6,Richard Dixon,2,InstaPress,60,6269.87,Syrian Arab Republic,FAILED
2024-08-11 13:31:13,7983504c-c0c8-4574-aaa4-f53113ed9287,9,Kristin House,7,Sharpy Knife,41,136.81,Qatar,FAILED
2021-10-24 18:26:01,388fed56-0ec5-4be5-9c2c-deb37b78b849,3,Debra Branch,2,InstaPress,514,84.2,Zambia,SUCCESS
2024-12-29 05:42:51,e10c03d2-cfbf-43ad-85f1-0ad226eb5b75,7,Matthew Schultz,6,Onovo Supply,808,429.62,Cameroon,FAILED
2024-11-28 20:56:21,b788664f-2540-4804-9229-a9d3c6613983,7,Matthew Schultz,4,Allure Kit,194,815.5,Congo,PENDING
2023-03-08 11:03:48,3197b2cc-a71b-4507-ab6c-532b8165b07e,0,Mr. Marcus Kennedy,3,Uno Wear,622,876.61,Nepal,FAILED
2024-07-09 18:12:46,7e206bf6-a29e-4462-acaa-df11a057d927,1,Alexander Long,0,Orbital Keys,317,21.8,Austria,PENDING
2023-07-16 11:39:06,7713a983-ee38-476d-87c9-6c1967139175,1,Alexander Long,7,Sharpy Knife,764,940.12,Saint Vincent and the Grenadines,SUCCESS
2024-10-27 08:35:05,6c3367bc-cc33-4afe-b052-486c1bfe8290,4,Ashley Oliver,1,XPress Bottle,429,12.15,Angola,FAILED
2024-01-07 05:30:54,dff0fd72-61a6-4c7b-806f-c64698cb5275,1,Alexander Long,7,Sharpy Knife,441,29.59,Cocos (Keeling) Islands,FAILED
2020-09-06 12:23:46,9aba2ec2-8fb2-494d-ba00-69b4e2b72e30,8,Jerry Carroll,0,Orbital Keys,83,5356.22,Niue,FAILED
2022-09-05 02:57:02,1740c750-4451-4a4a-80f6-e0a39822f942,7,Matthew Schultz,0,Orbital Keys,367,86.96,Djibouti,FAILED
2021-12-31 21:58:22,c4d8395f-54d9-40bc-831e-26a284531d10,4,Ashley Oliver,7,Sharpy Knife,134,891160.06,Denmark,PENDING
2020-06-18 06:58:38,105c721c-9ff7-4b7e-83ab-fb76c8aca211,7,Matthew Schultz,0,Orbital Keys,911,939370.9,Niger,PENDING
2021-12-25 12:53:59,f0af23c1-d1bd-4749-aad9-9471db2d6ac1,5,Mallory Carpenter,3,Uno Wear,749,90477.37,India,SUCCESS
2020-09-09 14:32:07,fd90607e-f24e-4a45-9641-a4010bef147a,9,Kristin House,5,Swish Wallet,693,4411.85,Mongolia,PENDING
2020-01-16 09:38:43,02da988f-e507-4e2a-81a8-f8cda87911dc,9,Kristin House,3,Uno Wear,799,71212.37,Mongolia,FAILED
2020-08-24 23:32:50,8cbad335-e684-42e8-a803-bc33e9dbb792,3,Debra Branch,1,XPress Bottle,813,468.79,Malaysia,FAILED
2023-05-02 13:36:35,59c9aa0d-16f6-4a8a-9e1b-8c91a25af24f,2,Roberto Davies,4,Allure Kit,986,333.73,Andorra,FAILED
2023-11-01 05:00:48,8e04234a-23ab-4b0a-b487-0a72d8846eac,2,Roberto Davies,6,Onovo Supply,262,57.11,Cyprus,FAILED
2022-03-25 07:37:46,720630fe-0567-41e9-9593-58737d098467,3,Debra Branch,3,Uno Wear,257,663963.39,New Zealand,FAILED
2023-07-21 01:12:04,c854aca2-cea8-4c46-8ed8-389748f4dbca,5,Mallory Carpenter,0,Orbital Keys,95,96.42,Australia,SUCCESS
2021-10-24 05:28:23,4649de35-55d8-4925-994d-3b68d31e6ded,6,Richard Dixon,7,Sharpy Knife,512,9377.87,Brazil,FAILED
2020-10-21 22:27:47,ae9c5026-50f3-45ed-a1a9-dc927302c562,0,Mr. Marcus Kennedy,2,InstaPress,405,878.32,Burkina Faso,FAILED
2021-11-02 02:31:10,c3a4c946-5bc1-4547-8e0c-f779415dc2e9,6,Richard Dixon,4,Allure Kit,982,467625.45,Saint Pierre and Miquelon,PENDING
2022-04-24 02:03:28,42afbc7b-ab13-41c7-bb8f-68de17e4c30c,3,Debra Branch,3,Uno Wear,815,3282.2,Guinea-Bissau,SUCCESS
2020-10-09 12:45:59,1456707f-e791-4c6d-81fe-a7bd192284d8,7,Matthew Schultz,4,Allure Kit,938,5194.19,Uzbekistan,PENDING
2020-12-30 19:00:39,955a83c4-0f49-4054-af2a-68faf2e88b1e,3,Debra Branch,2,InstaPress,473,419671.25,Equatorial Guinea,PENDING
2020-10-18 17:04:11,4b60bc6a-39da-4074-ab86-88dabbbfab8c,1,Alexander Long,6,Onovo Supply,677,14.24,Guyana,FAILED
2020-10-05 19:59:20,a2d34295-c924-47b3-aabb-1003d4d6d771,1,Alexander Long,3,Uno Wear,143,86.34,Turks and Caicos Islands,FAILED
2023-04-22 08:31:05,7c0e1905-d685-4e73-a267-9e713cd5a148,1,Alexander Long,7,Sharpy Knife,534,989129.91,United States of America,FAILED
2024-11-30 08:13:04,368fe699-21a9-4a6f-8a58-cd5c44f8bca5,8,Jerry Carroll,7,Sharpy Knife,194,840128.64,United Kingdom,FAILED
2020-01-10 04:01:07,f4f4413d-02ad-405b-9584-f521d49b24fc,8,Jerry Carroll,3,Uno Wear,463,14142.97,Uzbekistan,PENDING
2022-05-07 23:04:50,feed30d5-1a08-4a09-812a-6c6f999677e0,1,Alexander Long,7,Sharpy Knife,40,39.02,Macao,SUCCESS
2020-04-28 08:19:19,aec9ab60-961e-42db-b96b-c485a00de2cd,9,Kristin House,5,Swish Wallet,887,550930.56,Zambia,SUCCESS
2024-09-30 01:05:38,2ffc36fd-8d48-419b-83ad-52d8bee30d58,5,Mallory Carpenter,3,Uno Wear,565,8145.98,British Virgin Islands,FAILED
2023-01-23 13:58:54,61e63464-ebb4-4371-9c93-8468a597d4c9,1,Alexander Long,3,Uno Wear,848,3640.4,Cuba,SUCCESS
2023-07-07 15:13:52,41885f74-0123-446c-b20b-4b73f1c9cefd,5,Mallory Carpenter,4,Allure Kit,639,82156.29,Zambia,SUCCESS
2021-06-08 22:05:13,ea449a1e-d980-4ae7-a4a3-f2210e7043b8,5,Mallory Carpenter,3,Uno Wear,360,19.72,United Kingdom,PENDING
2020-10-04 23:08:59,c4ff3579-13f4-4ef7-b5be-7ca771954b43,4,Ashley Oliver,5,Swish Wallet,929,52.21,Burkina Faso,PENDING
2022-01-16 21:16:58,981f04ca-f071-4c73-80a5-7b4257b8cbd1,2,Roberto Davies,7,Sharpy Knife,112,675463.76,Madagascar,PENDING
2022-04-23 16:24:49,4a871408-7163-4318-aaea-0c343a44d4d8,4,Ashley Oliver,4,Allure Kit,35,528174.07,Bosnia and Herzegovina,SUCCESS
2021-07-04 01:18:06,11ff1471-a10f-4f57-8ca4-d5448ac30a3e,3,Debra Branch,6,Onovo Supply,860,29800.16,France,FAILED
2022-09-20 02:19:44,8b019c43-83c5-4504-ba6c-78a8a9cd6eba,6,Richard Dixon,7,Sharpy Knife,742,72465.31,Lao People's Democratic Republic,FAILED
2021-08-21 22:26:14,d5eb6feb-979b-4e1b-acdd-90e687089023,7,Matthew Schultz,3,Uno Wear,665,637024.48,San Marino,FAILED
2023-03-18 06:03:04,6c1a3b9d-8fa0-4ef7-bc1f-1c5db9cb8bad,3,Debra Branch,6,Onovo Supply,553,682022.09,Malta,SUCCESS
2023-11-17 23:22:36,9e53c27e-d194-4962-b284-553ad51a6154,8,Jerry Carroll,4,Allure Kit,704,433815.49,Bulgaria,FAILED
2021-08-03 03:49:53,6ec6865a-99c1-473e-b916-2570e35d7527,2,Roberto Davies,4,Allure Kit,904,56090.63,Philippines,SUCCESS
2024-02-10 00:46:34,1f9009bb-ecf6-439e-917e-5d1cdee1351c,4,Ashley Oliver,5,Swish Wallet,44,716248.47,Greenland,PENDING
2020-04-17 03:10:58,4c5ba973-5b35-4315-a028-a5c7083310ae,0,Mr. Marcus Kennedy,0,Orbital Keys,350,234424.81,Sao Tome and Principe,FAILED
2024-03-06 07:00:08,8dcb8f4b-f2b7-4abd-a75d-aa0f77b30bf2,2,Roberto Davies,6,Onovo Supply,893,74.1,Israel,FAILED
2024-10-18 10:35:22,ba1a88b3-0474-4806-8376-0649b07cf3e4,6,Richard Dixon,2,InstaPress,667,18.87,Estonia,FAILED
2021-07-17 06:53:07,f2e014de-ff7a-4acd-b382-775ec88efda9,3,Debra Branch,2,InstaPress,313,36.38,Germany,SUCCESS
2022-09-15 15:19:49,7d8ef4c3-1d83-4ffd-821d-5bee3b5729af,4,Ashley Oliver,4,Allure Kit,590,946850.5,Northern Mariana Islands,SUCCESS
2021-07-13 17:19:33,db1d473c-ce19-47cb-b201-9d38982b11c2,4,Ashley Oliver,2,InstaPress,571,907.69,Lao People's Democratic Republic,FAILED
2022-07-03 19:20:17,a69fe05f-3e3f-472f-aaa1-bd56d3a17eeb,0,Mr. Marcus Kennedy,6,Onovo Supply,195,1936.13,Dominican Republic,PENDING
2024-03-29 11:55:26,9367c32e-384e-487d-a3c8-2ebd22fc7b28,1,Alexander Long,2,InstaPress,54,90008.79,Morocco,SUCCESS
2020-05-07 16:01:28,3be00de6-219c-4fff-9b71-c32066369ac0,5,Mallory Carpenter,2,InstaPress,793,58256.3,Senegal,PENDING
2021-04-07 22:01:58,bbb040ab-12ce-461c-bf75-f6d83b046495,0,Mr. Marcus Kennedy,4,Allure Kit,19,613.83,United Arab Emirates,SUCCESS
2024-04-13 00:35:27,933f1b79-1b7e-4873-9df2-d718af914a39,8,Jerry Carroll,0,Orbital Keys,931,70.29,Puerto Rico,SUCCESS
2024-05-25 17:53:04,d28ace29-c45a-400a-a02c-1ce8fe200cac,1,Alexander Long,4,Allure Kit,799,32.77,Myanmar,PENDING
2024-07-28 21:32:00,82efb93f-6943-46d8-9702-9364b45d0135,3,Debra Branch,2,InstaPress,123,17999.66,Bangladesh,SUCCESS
2021-06-18 02:07:21,86f854ea-7344-4125-9f84-997fe0166bbb,9,Kristin House,5,Swish Wallet,250,34.35,Moldova,FAILED
2022-11-09 07:23:41,63c54357-262d-4267-ba59-2102fa1f324b,4,Ashley Oliver,2,InstaPress,966,36781.28,Brunei Darussalam,PENDING
2023-07-02 15:16:42,669674c3-5005-412c-a03a-5328cbaac302,9,Kristin House,2,InstaPress,559,297.89,Dominican Republic,SUCCESS
2020-12-31 01:30:34,4f9dff40-0b6a-4e71-8256-b7f00581169e,6,Richard Dixon,0,Orbital Keys,411,364.12,Sri Lanka,FAILED
2024-08-10 20:58:47,fc2a6105-bbe9-49d7-b422-1d176e7085b3,3,Debra Branch,4,Allure Kit,981,76.57,Zambia,SUCCESS
2024-05-13 19:55:25,f30a48a0-e4ad-4046-8aac-292aea4ffee0,9,Kristin House,7,Sharpy Knife,675,65.13,Palestinian Territory,PENDING
2024-08-31 06:02:45,d187e098-28f9-40d4-8e9a-ab9e0696f00e,8,Jerry Carroll,7,Sharpy Knife,932,9443.53,Palestinian Territory,FAILED
2024-07-16 04:45:37,bbd9e6e6-5241-42ea-b351-66e06ec4d8c9,3,Debra Branch,3,Uno Wear,84,92.44,Honduras,SUCCESS
2021-01-21 06:40:43,a73f2b81-0ebf-4cd7-85ab-b13d191e579c,2,Roberto Davies,3,Uno Wear,804,862.26,United Kingdom,PENDING
2020-12-13 04:53:30,223a2485-4e64-45bd-869e-d75d6a7a1af6,4,Ashley Oliver,4,Allure Kit,607,844162.87,Bhutan,PENDING
2024-03-21 20:20:23,d2105159-a73b-48a1-a537-25cdb69c0ca7,7,Matthew Schultz,7,Sharpy Knife,14,152114.31,Gabon,FAILED
2021-11-26 03:37:37,72b2a60b-05fd-404a-b5a4-fceb446cf105,8,Jerry Carroll,6,Onovo Supply,818,219.98,Lesotho,SUCCESS
2022-10-26 10:32:18,83f4ec9b-092f-4474-8d33-7293f483ebb2,9,Kristin House,0,Orbital Keys,571,719969.84,Romania,PENDING
2022-02-14 23:13:44,2270d1d0-29d9-4b20-ab2c-f221b7d8b20f,0,Mr. Marcus Kennedy,1,XPress Bottle,147,67.14,Zimbabwe,FAILED
2023-05-21 00:43:50,e9136636-9ac4-4bee-bd7d-5fbfd6f5f850,1,Alexander Long,6,Onovo Supply,471,542.16,Peru,PENDING
2022-04-21 07:34:59,ab6baf19-88eb-45fb-be60-392cdd338b35,1,Alexander Long,4,Allure Kit,421,66.02,Netherlands,PENDING
2020-11-30 02:40:19,b62437b3-6061-4840-836f-6d96bcb9007b,1,Alexander Long,1,XPress Bottle,366,14.4,Portugal,SUCCESS
2022-02-06 05:42:51,35183500-aa7f-4845-b199-454c6af59c0b,5,Mallory Carpenter,0,Orbital Keys,816,21408.33,India,SUCCESS
2022-02-20 15:59:19,cf7961c3-efe4-4dde-a783-0620bbb5c9d0,5,Mallory Carpenter,3,Uno Wear,97,172521.85,Palau,FAILED
2023-07-15 21:46:37,3fd6add6-08bf-4441-8d91-3584da2f4aa1,8,Jerry Carroll,2,InstaPress,306,15.36,Dominica,PENDING
2021-10-07 22:04:37,fea1a099-c9ea-4666-91ee-02fef6f6e030,9,Kristin House,6,Onovo Supply,923,74106.04,Tokelau,FAILED
2021-10-29 19:16:37,6f421e41-35a6-43c1-8393-84d519891d0b,6,Richard Dixon,2,InstaPress,839,57512.19,Netherlands,PENDING
2024-02-23 06:48:32,b95f8bf6-951b-472d-ada2-3596d6d1cdf4,8,Jerry Carroll,0,Orbital Keys,790,10825.73,Hong Kong,SUCCESS
2021-06-06 01:50:26,fad2488b-0eb3-4d64-888d-2483261425f8,1,Alexander Long,7,Sharpy Knife,881,50814.74,Tonga,SUCCESS
2022-09-09 16:04:40,7d26a8f3-ee50-4cf3-956a-ba9ff18eed8b,2,Roberto Davies,7,Sharpy Knife,490,49873.8,Montenegro,SUCCESS
2021-03-21 11:53:55,bb7c010e-45fb-4cb4-bce2-3022f836e4d9,7,Matthew Schultz,6,Onovo Supply,619,33.56,Martinique,PENDING
2023-07-02 13:18:01,441baaa2-bda7-4cef-88b7-3706402a1e1e,4,Ashley Oliver,3,Uno Wear,549,6044.57,Syrian Arab Republic,PENDING
2023-11-23 04:32:51,de121c02-98d8-410d-98ca-6567cee79d99,3,Debra Branch,3,Uno Wear,809,6.21,Venezuela,PENDING
2022-11-23 15:44:15,03f6535b-e716-47a0-ab12-80ca59cf68ff,4,Ashley Oliver,7,Sharpy Knife,297,84204.99,Pitcairn Islands,PENDING
2022-06-23 13:07:26,a9cf9d6f-0532-471b-9552-ba81cbcc4e50,3,Debra Branch,1,XPress Bottle,150,169308.99,Afghanistan,SUCCESS
2022-10-22 07:19:03,0ed8c633-5851-431c-b044-be129ad1a908,4,Ashley Oliver,5,Swish Wallet,835,3660.13,Niue,FAILED
2024-04-12 01:49:44,fd1837eb-19b4-44cd-a9df-08037aa207a6,9,Kristin House,7,Sharpy Knife,156,8651.78,Greenland,PENDING
2021-11-07 17:31:51,5903ef7b-7b90-4716-904a-5b5b5ae1d063,5,Mallory Carpenter,5,Swish Wallet,710,0.1,Guernsey,PENDING
2023-12-22 08:50:55,e5c3f2fd-5bc7-4179-848d-03966f394b34,7,Matthew Schultz,6,Onovo Supply,189,5882.27,Solomon Islands,FAILED
2024-06-11 03:39:24,6c7eccdd-174d-4051-b960-e5f94170853b,9,Kristin House,1,XPress Bottle,721,4.83,Congo,SUCCESS
2024-11-22 04:27:29,87cf4ff1-57fa-43e9-a2f7-533b788377d4,1,Alexander Long,3,Uno Wear,293,17068.85,Antarctica (the territory South of 60 deg S),FAILED
2024-07-08 21:23:22,62d6ab71-8de3-4e0e-86c4-817ca5bbf2b5,0,Mr. Marcus Kennedy,3,Uno Wear,196,211.82,South Africa,PENDING
2024-05-22 11:52:09,67ac20e7-70fe-4ab6-bcb8-abda85de7464,0,Mr. Marcus Kennedy,1,XPress Bottle,286,89749.45,Sweden,FAILED
2020-08-17 03:39:49,bd5089d9-ecd5-4d50-836e-442a255e9f70,4,Ashley Oliver,2,InstaPress,109,450.44,Liechtenstein,PENDING
2021-11-27 18:38:17,9d90afde-b9ed-4594-9273-79b7cd30eccb,0,Mr. Marcus Kennedy,0,Orbital Keys,545,2443.83,Equatorial Guinea,SUCCESS
2023-01-09 00:08:26,a8fb0a1d-d058-4df4-99ef-a17441c5692c,3,Debra Branch,3,Uno Wear,182,47.67,Sri Lanka,PENDING
2020-03-24 05:21:48,5a0eb080-8431-4513-ba7c-762a8d38a764,1,Alexander Long,5,Swish Wallet,973,2235.64,Gibraltar,SUCCESS
2023-12-05 15:33:37,dcdbec8a-514c-4d4c-b3be-d368663b6e1a,0,Mr. Marcus Kennedy,7,Sharpy Knife,585,1535.78,Ukraine,SUCCESS
2024-05-21 13:40:15,8dfdcc63-d9d7-416c-870c-348d5f46039b,6,Richard Dixon,4,Allure Kit,598,14265.2,United States Minor Outlying Islands,FAILED
2024-11-07 13:40:13,5c0c45d9-d9f1-4a96-b3b5-49b9e0f08807,4,Ashley Oliver,1,XPress Bottle,547,273.92,Sierra Leone,PENDING
2021-10-29 19:04:38,614fbbd7-6ac7-4828-ab0e-b517e41406bf,6,Richard Dixon,2,InstaPress,580,9515.93,Denmark,FAILED
2021-12-03 03:03:57,9d22c5d0-166c-46da-bda8-3353bf3cde8d,2,Roberto Davies,0,Orbital Keys,519,1798.49,Iran,PENDING
